id,category,title_en,title_ar,amazon_asin,amazon_english_url,amazon_arabic_url,source_platform,status,collection_note
"ORDER-371044","mobile","Premium Privacy Screen Protector Bundle","فاخر - إكسسوارات الجوال","B0F98H2B53","https://www.amazon.ae/-/en/dp/B0F98H2B53","https://www.amazon.ae/-/ar/dp/B0F98H2B53","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371045","mobile","Premium Magnetic Car Phone Mount","فاخر - إكسسوارات الجوال","B0GPXS51KD","https://www.amazon.ae/-/en/dp/B0GPXS51KD","https://www.amazon.ae/-/ar/dp/B0GPXS51KD","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371046","mobile","Premium USB-C Hub Adapter","فاخر - إكسسوارات الجوال","B0GDWDXS79","https://www.amazon.ae/-/en/dp/B0GDWDXS79","https://www.amazon.ae/-/ar/dp/B0GDWDXS79","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371047","mobile","Premium Smart Watch Strap Set","فاخر - إكسسوارات الجوال","B0D4MDHB21","https://www.amazon.ae/-/en/dp/B0D4MDHB21","https://www.amazon.ae/-/ar/dp/B0D4MDHB21","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371048","mobile","Premium Rugged Phone Case Bundle","فاخر - إكسسوارات الجوال","B0DN26M81Y","https://www.amazon.ae/-/en/dp/B0DN26M81Y","https://www.amazon.ae/-/ar/dp/B0DN26M81Y","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371049","mobile","Premium 3-in-1 Wireless Charging Stand","فاخر - إكسسوارات الجوال","B0BMD1NMQ4","https://www.amazon.ae/-/en/dp/B0BMD1NMQ4","https://www.amazon.ae/-/ar/dp/B0BMD1NMQ4","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371050","mobile","Premium Bluetooth Tracking Tag Pack","فاخر - إكسسوارات الجوال","B0FJR63WW4","https://www.amazon.ae/-/en/dp/B0FJR63WW4","https://www.amazon.ae/-/ar/dp/B0FJR63WW4","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371051","mobile","Travel MagSafe Power Bank Set","سفر - إكسسوارات الجوال","B0FQVTHSC3","https://www.amazon.ae/-/en/dp/B0FQVTHSC3","https://www.amazon.ae/-/ar/dp/B0FQVTHSC3","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371052","mobile","Travel 65W GaN Fast Charger Kit","سفر - إكسسوارات الجوال","B0DZXDMXNJ","https://www.amazon.ae/-/en/dp/B0DZXDMXNJ","https://www.amazon.ae/-/ar/dp/B0DZXDMXNJ","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371053","mobile","Travel Wireless Earbuds Retail Pack","سفر - إكسسوارات الجوال","B0CZXJHQQ4","https://www.amazon.ae/-/en/dp/B0CZXJHQQ4","https://www.amazon.ae/-/ar/dp/B0CZXJHQQ4","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371054","mobile","Travel Privacy Screen Protector Bundle","سفر - إكسسوارات الجوال","B0D6GMFV56","https://www.amazon.ae/-/en/dp/B0D6GMFV56","https://www.amazon.ae/-/ar/dp/B0D6GMFV56","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371055","mobile","Travel Magnetic Car Phone Mount","سفر - إكسسوارات الجوال","B0G7GX2M71","https://www.amazon.ae/-/en/dp/B0G7GX2M71","https://www.amazon.ae/-/ar/dp/B0G7GX2M71","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371056","mobile","Travel USB-C Hub Adapter","سفر - إكسسوارات الجوال","B0BKLJS7CD","https://www.amazon.ae/-/en/dp/B0BKLJS7CD","https://www.amazon.ae/-/ar/dp/B0BKLJS7CD","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371057","mobile","Travel Smart Watch Strap Set","سفر - إكسسوارات الجوال","B08LN1YV1X","https://www.amazon.ae/-/en/dp/B08LN1YV1X","https://www.amazon.ae/-/ar/dp/B08LN1YV1X","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371058","mobile","Travel Rugged Phone Case Bundle","سفر - إكسسوارات الجوال","B0CTQ8LPTY","https://www.amazon.ae/-/en/dp/B0CTQ8LPTY","https://www.amazon.ae/-/ar/dp/B0CTQ8LPTY","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371059","mobile","Travel 3-in-1 Wireless Charging Stand","سفر - إكسسوارات الجوال","B0GCN5LXQC","https://www.amazon.ae/-/en/dp/B0GCN5LXQC","https://www.amazon.ae/-/ar/dp/B0GCN5LXQC","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371060","mobile","Travel Bluetooth Tracking Tag Pack","سفر - إكسسوارات الجوال","B0G43FHH3T","https://www.amazon.ae/-/en/dp/B0G43FHH3T","https://www.amazon.ae/-/ar/dp/B0G43FHH3T","amazon.ae","ready","Amazon.ae popularity-rank query: power bank"
"ORDER-371061","fashion","Retail Premium Modest Wear Set","تجزئة - أزياء وملابس محتشمة","B0CG1BDZVQ","https://www.amazon.ae/-/en/dp/B0CG1BDZVQ","https://www.amazon.ae/-/ar/dp/B0CG1BDZVQ","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371062","fashion","Retail Breathable Abaya Collection","تجزئة - أزياء وملابس محتشمة","B09WMFKT5G","https://www.amazon.ae/-/en/dp/B09WMFKT5G","https://www.amazon.ae/-/ar/dp/B09WMFKT5G","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371063","fashion","Retail Men's Business Thobe Pack","تجزئة - أزياء وملابس محتشمة","B07T2J3TC4","https://www.amazon.ae/-/en/dp/B07T2J3TC4","https://www.amazon.ae/-/ar/dp/B07T2J3TC4","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371064","fashion","Retail Luxury Hijab Bundle","تجزئة - أزياء وملابس محتشمة","B0DQVRW9FM","https://www.amazon.ae/-/en/dp/B0DQVRW9FM","https://www.amazon.ae/-/ar/dp/B0DQVRW9FM","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371065","fashion","Retail Kaftan Lounge Set","تجزئة - أزياء وملابس محتشمة","B0GNTBJ49Q","https://www.amazon.ae/-/en/dp/B0GNTBJ49Q","https://www.amazon.ae/-/ar/dp/B0GNTBJ49Q","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371066","fashion","Retail Modest Activewear Set","تجزئة - أزياء وملابس محتشمة","B0GGGPT741","https://www.amazon.ae/-/en/dp/B0GGGPT741","https://www.amazon.ae/-/ar/dp/B0GGGPT741","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371067","fashion","Retail Family Eid Outfit Pack","تجزئة - أزياء وملابس محتشمة","B0DHPVZ8WL","https://www.amazon.ae/-/en/dp/B0DHPVZ8WL","https://www.amazon.ae/-/ar/dp/B0DHPVZ8WL","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371068","fashion","Retail Men's Sandal Retail Set","تجزئة - أزياء وملابس محتشمة","B0C81VV6CC","https://www.amazon.ae/-/en/dp/B0C81VV6CC","https://www.amazon.ae/-/ar/dp/B0C81VV6CC","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371069","fashion","Retail Women's Tote & Scarf Set","تجزئة - أزياء وملابس محتشمة","B0H5C4ND89","https://www.amazon.ae/-/en/dp/B0H5C4ND89","https://www.amazon.ae/-/ar/dp/B0H5C4ND89","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371070","fashion","Retail Premium Prayer Wear Set","تجزئة - أزياء وملابس محتشمة","B0F63BH917","https://www.amazon.ae/-/en/dp/B0F63BH917","https://www.amazon.ae/-/ar/dp/B0F63BH917","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371071","fashion","Pro Premium Modest Wear Set","احترافي - أزياء وملابس محتشمة","B0GHBB2VSP","https://www.amazon.ae/-/en/dp/B0GHBB2VSP","https://www.amazon.ae/-/ar/dp/B0GHBB2VSP","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371072","fashion","Pro Breathable Abaya Collection","احترافي - أزياء وملابس محتشمة","B0GXH8J97D","https://www.amazon.ae/-/en/dp/B0GXH8J97D","https://www.amazon.ae/-/ar/dp/B0GXH8J97D","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371073","fashion","Pro Men's Business Thobe Pack","احترافي - أزياء وملابس محتشمة","B0C81WQQ6Z","https://www.amazon.ae/-/en/dp/B0C81WQQ6Z","https://www.amazon.ae/-/ar/dp/B0C81WQQ6Z","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371074","fashion","Pro Luxury Hijab Bundle","احترافي - أزياء وملابس محتشمة","B084R1CKVG","https://www.amazon.ae/-/en/dp/B084R1CKVG","https://www.amazon.ae/-/ar/dp/B084R1CKVG","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371075","fashion","Pro Kaftan Lounge Set","احترافي - أزياء وملابس محتشمة","B0F63DSL3V","https://www.amazon.ae/-/en/dp/B0F63DSL3V","https://www.amazon.ae/-/ar/dp/B0F63DSL3V","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371076","fashion","Pro Modest Activewear Set","احترافي - أزياء وملابس محتشمة","B0GJFQPKDC","https://www.amazon.ae/-/en/dp/B0GJFQPKDC","https://www.amazon.ae/-/ar/dp/B0GJFQPKDC","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371077","fashion","Pro Family Eid Outfit Pack","احترافي - أزياء وملابس محتشمة","B0CM9C1FN4","https://www.amazon.ae/-/en/dp/B0CM9C1FN4","https://www.amazon.ae/-/ar/dp/B0CM9C1FN4","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371078","fashion","Pro Men's Sandal Retail Set","احترافي - أزياء وملابس محتشمة","B0C3XCYKGQ","https://www.amazon.ae/-/en/dp/B0C3XCYKGQ","https://www.amazon.ae/-/ar/dp/B0C3XCYKGQ","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371079","fashion","Pro Women's Tote & Scarf Set","احترافي - أزياء وملابس محتشمة","B0CPSVB1S4","https://www.amazon.ae/-/en/dp/B0CPSVB1S4","https://www.amazon.ae/-/ar/dp/B0CPSVB1S4","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371080","fashion","Pro Premium Prayer Wear Set","احترافي - أزياء وملابس محتشمة","B0GXHBMYRL","https://www.amazon.ae/-/en/dp/B0GXHBMYRL","https://www.amazon.ae/-/ar/dp/B0GXHBMYRL","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371081","fashion","Compact Premium Modest Wear Set","مدمج - أزياء وملابس محتشمة","B0F665HYD8","https://www.amazon.ae/-/en/dp/B0F665HYD8","https://www.amazon.ae/-/ar/dp/B0F665HYD8","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371082","fashion","Compact Breathable Abaya Collection","مدمج - أزياء وملابس محتشمة","B084R1JSLG","https://www.amazon.ae/-/en/dp/B084R1JSLG","https://www.amazon.ae/-/ar/dp/B084R1JSLG","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371083","fashion","Compact Men's Business Thobe Pack","مدمج - أزياء وملابس محتشمة","B0F2T8VSK2","https://www.amazon.ae/-/en/dp/B0F2T8VSK2","https://www.amazon.ae/-/ar/dp/B0F2T8VSK2","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371084","fashion","Compact Luxury Hijab Bundle","مدمج - أزياء وملابس محتشمة","B0FT4238X1","https://www.amazon.ae/-/en/dp/B0FT4238X1","https://www.amazon.ae/-/ar/dp/B0FT4238X1","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371085","fashion","Compact Kaftan Lounge Set","مدمج - أزياء وملابس محتشمة","B0B4PTBCQ9","https://www.amazon.ae/-/en/dp/B0B4PTBCQ9","https://www.amazon.ae/-/ar/dp/B0B4PTBCQ9","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371086","fashion","Compact Modest Activewear Set","مدمج - أزياء وملابس محتشمة","B0H65KWVHF","https://www.amazon.ae/-/en/dp/B0H65KWVHF","https://www.amazon.ae/-/ar/dp/B0H65KWVHF","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371087","fashion","Compact Family Eid Outfit Pack","مدمج - أزياء وملابس محتشمة","B0CDGY7B6R","https://www.amazon.ae/-/en/dp/B0CDGY7B6R","https://www.amazon.ae/-/ar/dp/B0CDGY7B6R","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371088","fashion","Compact Men's Sandal Retail Set","مدمج - أزياء وملابس محتشمة","B0DHPWX18B","https://www.amazon.ae/-/en/dp/B0DHPWX18B","https://www.amazon.ae/-/ar/dp/B0DHPWX18B","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371089","fashion","Compact Women's Tote & Scarf Set","مدمج - أزياء وملابس محتشمة","B0F5QGKT42","https://www.amazon.ae/-/en/dp/B0F5QGKT42","https://www.amazon.ae/-/ar/dp/B0F5QGKT42","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371090","fashion","Compact Premium Prayer Wear Set","مدمج - أزياء وملابس محتشمة","B0FT1BH9JY","https://www.amazon.ae/-/en/dp/B0FT1BH9JY","https://www.amazon.ae/-/ar/dp/B0FT1BH9JY","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371091","fashion","Premium Premium Modest Wear Set","فاخر - أزياء وملابس محتشمة","B07T1L2ZFK","https://www.amazon.ae/-/en/dp/B07T1L2ZFK","https://www.amazon.ae/-/ar/dp/B07T1L2ZFK","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371092","fashion","Premium Breathable Abaya Collection","فاخر - أزياء وملابس محتشمة","B0GNT86CHL","https://www.amazon.ae/-/en/dp/B0GNT86CHL","https://www.amazon.ae/-/ar/dp/B0GNT86CHL","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371093","fashion","Premium Men's Business Thobe Pack","فاخر - أزياء وملابس محتشمة","B0CDHBRHZM","https://www.amazon.ae/-/en/dp/B0CDHBRHZM","https://www.amazon.ae/-/ar/dp/B0CDHBRHZM","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371094","fashion","Premium Luxury Hijab Bundle","فاخر - أزياء وملابس محتشمة","B0F5NWS1G5","https://www.amazon.ae/-/en/dp/B0F5NWS1G5","https://www.amazon.ae/-/ar/dp/B0F5NWS1G5","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371095","fashion","Premium Kaftan Lounge Set","فاخر - أزياء وملابس محتشمة","1945913207","https://www.amazon.ae/-/en/dp/1945913207","https://www.amazon.ae/-/ar/dp/1945913207","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371096","fashion","Premium Modest Activewear Set","فاخر - أزياء وملابس محتشمة","B07T6SVQ3Z","https://www.amazon.ae/-/en/dp/B07T6SVQ3Z","https://www.amazon.ae/-/ar/dp/B07T6SVQ3Z","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371097","fashion","Premium Family Eid Outfit Pack","فاخر - أزياء وملابس محتشمة","B0F2TCT17L","https://www.amazon.ae/-/en/dp/B0F2TCT17L","https://www.amazon.ae/-/ar/dp/B0F2TCT17L","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371098","fashion","Premium Men's Sandal Retail Set","فاخر - أزياء وملابس محتشمة","B0DQVT7PZW","https://www.amazon.ae/-/en/dp/B0DQVT7PZW","https://www.amazon.ae/-/ar/dp/B0DQVT7PZW","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371099","fashion","Premium Women's Tote & Scarf Set","فاخر - أزياء وملابس محتشمة","B0BHYW1LQM","https://www.amazon.ae/-/en/dp/B0BHYW1LQM","https://www.amazon.ae/-/ar/dp/B0BHYW1LQM","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371100","fashion","Premium Premium Prayer Wear Set","فاخر - أزياء وملابس محتشمة","B09TXM2TDX","https://www.amazon.ae/-/en/dp/B09TXM2TDX","https://www.amazon.ae/-/ar/dp/B09TXM2TDX","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371101","fashion","Travel Premium Modest Wear Set","سفر - أزياء وملابس محتشمة","B0FYMSBN21","https://www.amazon.ae/-/en/dp/B0FYMSBN21","https://www.amazon.ae/-/ar/dp/B0FYMSBN21","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371102","fashion","Travel Breathable Abaya Collection","سفر - أزياء وملابس محتشمة","B0F5QGYHFQ","https://www.amazon.ae/-/en/dp/B0F5QGYHFQ","https://www.amazon.ae/-/ar/dp/B0F5QGYHFQ","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371103","fashion","Travel Men's Business Thobe Pack","سفر - أزياء وملابس محتشمة","B07SZFLMQM","https://www.amazon.ae/-/en/dp/B07SZFLMQM","https://www.amazon.ae/-/ar/dp/B07SZFLMQM","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371104","fashion","Travel Luxury Hijab Bundle","سفر - أزياء وملابس محتشمة","B0H2FZW3PD","https://www.amazon.ae/-/en/dp/B0H2FZW3PD","https://www.amazon.ae/-/ar/dp/B0H2FZW3PD","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
"ORDER-371105","fashion","Travel Kaftan Lounge Set","سفر - أزياء وملابس محتشمة","B09XHNBN85","https://www.amazon.ae/-/en/dp/B09XHNBN85","https://www.amazon.ae/-/ar/dp/B09XHNBN85","amazon.ae","ready","Amazon.ae popularity-rank query: abaya"
